# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  121       4.560052549905e-10       1.392574597804e-13      -4.892285129622e-12       6.032581984890e-16       6.104272283669e-12       9.390104314635e-13      -5.830002814523e-15 
  122       4.606221291671e-10       1.404285571645e-13      -4.966857960143e-12       6.136509310739e-16       5.968620953692e-12       9.228679061518e-13      -5.756679080326e-15 
  123       4.652474862491e-10       1.415433876397e-13      -5.039925045256e-12       6.241519814902e-16       5.836399524276e-12       9.070388884249e-13      -5.682457888113e-15 
  124       4.698804914544e-10       1.426008326535e-13      -5.111414833614e-12       6.347621553050e-16       5.707560948472e-12       8.915219712791e-13      -5.607479334877e-15 
  125       4.745204241446e-10       1.435998695553e-13      -5.181256952126e-12       6.454822276921e-16       5.582118935379e-12       8.763244572641e-13      -5.531917359617e-15 
  126       4.791664950569e-10       1.445395272133e-13      -5.249381303932e-12       6.563129821623e-16       5.460070477294e-12       8.614521182300e-13      -5.455952085121e-15 
  127       4.838178443070e-10       1.454188876127e-13      -5.315718104104e-12       6.672552105297e-16       5.341395363362e-12       8.469091465872e-13      -5.379769879859e-15 
  128       4.884735393910e-10       1.462370874533e-13      -5.380197915354e-12       6.783097128776e-16       5.226055693214e-12       8.326981065655e-13      -5.303563419878e-15 
  129       4.931325731883e-10       1.469933197480e-13      -5.442751683732e-12       6.894772975241e-16       5.113995390616e-12       8.188198854734e-13      -5.227531750697e-15 
  130       4.977938619632e-10       1.476868354209e-13      -5.503310774337e-12       7.007587809883e-16       5.005139717109e-12       8.052736449573e-13      -5.151880349201e-15 
  131       5.024562433682e-10       1.483169449051e-13      -5.561807007014e-12       7.121549879559e-16       4.899394785657e-12       7.920567722612e-13      -5.076821185533e-15 
