# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  147       5.791398675003e-10       1.491810239331e-13      -6.174797104488e-12       8.749035945776e-16       3.385686544732e-12       6.836493416628e-13      -4.089573500879e-15 
  148       5.836291948057e-10       1.486701411169e-13      -6.187057098313e-12       8.878511870027e-16       3.320780315614e-12       6.737754793891e-13      -4.022878003289e-15 
  149       5.880955671111e-10       1.480982126537e-13      -6.196156108622e-12       9.009222539762e-16       3.257532038173e-12       6.641087974173e-13      -3.956749953820e-15 
  150       5.925374096276e-10       1.474663472370e-13      -6.202048320506e-12       9.141174312785e-16       3.195849295848e-12       6.546396020671e-13      -3.891270247387e-15 
  151       5.969530879178e-10       1.467757593755e-13      -6.204689399058e-12       9.274373495661e-16       3.135629353388e-12       6.453568936693e-13      -3.826520234374e-15 
  152       6.013409067713e-10       1.460277712001e-13      -6.204036529782e-12       9.408826341548e-16       3.076758947389e-12       6.362483390541e-13      -3.762581697079e-15 
  153       6.056992350052e-10       1.452237953605e-13      -6.200048674261e-12       9.544538547159e-16       3.019137688636e-12       6.273028606622e-13      -3.699518735745e-15 
  154       6.100268952869e-10       1.443652781270e-13      -6.192687278855e-12       9.681513695573e-16       2.962751157316e-12       6.185187325361e-13      -3.637321581939e-15 
  155       6.143228085645e-10       1.434537544199e-13      -6.181915709224e-12       9.819754663896e-16       2.907604233308e-12       6.098961877942e-13      -3.575957494133e-15 
  156       6.185858709182e-10       1.424908679387e-13      -6.167699082145e-12       9.959264106457e-16       2.853698006436e-12       6.014348555638e-13      -3.515388264093e-15 
  157       6.228149530766e-10       1.414783728718e-13      -6.150004307016e-12       1.010004445009e-15       2.801029687248e-12       5.931337467946e-13      -3.455570101187e-15 
  158       6.270088999335e-10       1.404181356065e-13      -6.128800127368e-12       1.024209788940e-15       2.749592517805e-12       5.849912400737e-13      -3.396453516707e-15 
  159       6.311665300641e-10       1.393121364386e-13      -6.104057162367e-12       1.038542638209e-15       2.699375682456e-12       5.770050674389e-13      -3.337983208175e-15 
  160       6.352866352422e-10       1.381624712824e-13      -6.075747948320e-12       1.053003164419e-15       2.650364218627e-12       5.691723001933e-13      -3.280097943661e-15 
  161       6.393679799564e-10       1.369713533802e-13      -6.043846980184e-12       1.067591514537e-15       2.602538927599e-12       5.614893347193e-13      -3.222730446097e-15 
