# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  101       3.976534217572e-10       1.069744676197e-13      -2.622652262450e-12       4.002970240669e-16       9.516217853519e-12       7.834406173355e-14      -6.948259275957e-15 
  102       4.089297386810e-10       1.089386111592e-13      -2.620253795276e-12       4.083712998280e-16       9.271803379009e-12      -3.169993017654e-14      -6.906821060781e-15 
  103       4.235067635309e-10       1.108789619888e-13      -2.617382925994e-12       4.165343087329e-16       9.035585188419e-12      -1.108093518829e-13      -6.866357275551e-15 
  104       4.405966414408e-10       1.127936176634e-13      -2.617157216557e-12       4.247866888054e-16       8.807376497813e-12      -1.605619605148e-13      -6.826917555387e-15 
  105       4.593403789296e-10       1.146806656059e-13      -2.622932566380e-12       4.331291030791e-16       8.586916787226e-12      -1.827705953329e-13      -6.788540882339e-15 
  106       4.788060677040e-10       1.165381838935e-13      -2.638308856393e-12       4.415622400537e-16       8.373869422948e-12      -1.794897163402e-13      -6.751255154470e-15 
  107       4.979871084622e-10       1.183642420431e-13      -2.667135593093e-12       4.500868141506e-16       8.167819279811e-12      -1.530219428944e-13      -6.715076754947e-15 
  108       5.158004346967e-10       1.201569017980e-13      -2.713517552596e-12       4.587035661691e-16       7.968270363478e-12      -1.059245923193e-13      -6.680010121119e-15 
  109       5.310847364980e-10       1.219142179137e-13      -2.781820424687e-12       4.674132637423e-16       7.774643432726e-12      -4.101621851665e-14      -6.646047313611e-15 
  110       5.428498711396e-10       1.236342872324e-13      -2.875512372507e-12       4.762166810365e-16       7.586406412684e-12       3.896777572172e-14      -6.613111543901e-15 
  111       5.510651834866e-10       1.253154013595e-13      -2.993508102135e-12       4.851145339202e-16       7.403489705000e-12       1.324724228273e-13      -6.580880467406e-15 
  112       5.559692188063e-10       1.269559150883e-13      -3.133365299078e-12       4.941075373126e-16       7.225919825902e-12       2.381547516463e-13      -6.548939364120e-15 
  113       5.578282390872e-10       1.285542011046e-13      -3.292401157745e-12       5.031964254476e-16       7.053690306126e-12       3.545423599461e-13      -6.516834188088e-15 
  114       5.569369155082e-10       1.301086512466e-13      -3.467686584872e-12       5.123819521257e-16       6.886760618267e-12       4.800303247110e-13      -6.484070585719e-15 
  115       5.536190209083e-10       1.316176777662e-13      -3.656040402934e-12       5.216648909657e-16       6.725055104138e-12       6.128781124371e-13      -6.450112914094e-15 
  116       5.482281222561e-10       1.330797145895e-13      -3.854023553570e-12       5.310460356566e-16       6.568461902132e-12       7.512064894280e-13      -6.414383259273e-15 
  117       5.411482731186e-10       1.344932185770e-13      -4.057933300999e-12       5.405262002098e-16       6.416831874574e-12       8.929944320902e-13      -6.376260454608e-15 
  118       5.327947061317e-10       1.358566707848e-13      -4.263797435441e-12       5.501062192110e-16       6.269977535083e-12       1.036076037228e-12      -6.335079099048e-15 
  119       5.236145254684e-10       1.371685777248e-13      -4.467368476535e-12       5.597869480719e-16       6.127671975928e-12       1.178137432341e-12      -6.290128575451e-15 
  120       5.140873993093e-10       1.384274726255e-13      -4.664117876760e-12       5.695692632821e-16       5.989647795385e-12       1.316713685914e-12      -6.240652068894e-15 
  121       5.047262523115e-10       1.396319166925e-13      -4.849230224851e-12       5.794540626613e-16       5.855596025097e-12       1.449185717721e-12      -6.185845584977e-15 
  122       4.960779580780e-10       1.407805003696e-13      -5.017597449222e-12       5.894422656111e-16       5.725165057429e-12       1.572777209111e-12      -6.124856968140e-15 
  123       4.886211755109e-10       1.418718923920e-13      -5.164924219455e-12       5.995347781084e-16       5.598036479031e-12       1.685058727525e-12      -6.057026844529e-15 
  124       4.824450932736e-10       1.429049906452e-13      -5.291200290023e-12       6.097323825949e-16       5.474164720862e-12       1.785532258514e-12      -5.982644883870e-15 
  125       4.775349120452e-10       1.438787910937e-13      -5.397617999379e-12       6.200358358536e-16       5.353563046329e-12       1.874223732592e-12      -5.902278972875e-15 
  126       4.738712794018e-10       1.447923431600e-13      -5.485499717387e-12       6.304459031096e-16       5.236228648290e-12       1.951193007229e-12      -5.816541984703e-15 
  127       4.714301730316e-10       1.456447513612e-13      -5.556300791455e-12       6.409633580040e-16       5.122142181492e-12       2.016534767813e-12      -5.726092700687e-15 
  128       4.701827839516e-10       1.464351769453e-13      -5.611612492660e-12       6.515889825689e-16       5.011267295016e-12       2.070379428619e-12      -5.631636732059e-15 
  129       4.700953997232e-10       1.471628395284e-13      -5.653164961874e-12       6.623235672016e-16       4.903550164718e-12       2.112894033772e-12      -5.533927441684e-15 
  130       4.711292876681e-10       1.478270187310e-13      -5.682830155889e-12       6.731679106393e-16       4.798919025671e-12       2.144283158216e-12      -5.433766865785e-15 
  131       4.732405780845e-10       1.484270558147e-13      -5.702624793546e-12       6.841228199337e-16       4.697283704606e-12       2.164789808678e-12      -5.332006635670e-15 
  132       4.763801474631e-10       1.489623553190e-13      -5.714713301860e-12       6.951891104251e-16       4.598535152355e-12       2.174696324632e-12      -5.229548899465e-15 
  133       4.804935017027e-10       1.494323866979e-13      -5.721410762144e-12       7.063676057174e-16       4.502544976294e-12       2.174325279269e-12      -5.127347243835e-15 
  134       4.855206593264e-10       1.498366859563e-13      -5.725185856141e-12       7.176591376525e-16       4.409164972783e-12       2.164040380459e-12      -5.026407615720e-15 
  135       4.913960346975e-10       1.501748572871e-13      -5.728663812143e-12       7.290645462845e-16       4.318226659607e-12       2.144247371721e-12      -4.927789244057e-15 
  136       4.980483212357e-10       1.504465747075e-13      -5.734629351125e-12       7.405846798546e-16       4.229540808422e-12       2.115394933182e-12      -4.832605561513e-15 
  137       5.054028923446e-10       1.506516102251e-13      -5.745448141833e-12       7.522203645722e-16       4.142937563462e-12       2.077943553998e-12      -4.741799259682e-15 
  138       5.133895318041e-10       1.507899181608e-13      -5.761257362458e-12       7.639723104842e-16       4.058392472788e-12       2.032266607101e-12      -4.655439232658e-15 
  139       5.219352856094e-10       1.508615626952e-13      -5.781592614098e-12       7.758411957712e-16       3.975912672853e-12       1.978740698352e-12      -4.573352290720e-15 
  140       5.309619161667e-10       1.508666939106e-13      -5.805951873785e-12       7.878276958521e-16       3.895497264405e-12       1.917777467802e-12      -4.495341992001e-15 
  141       5.403858014890e-10       1.508055495964e-13      -5.833794749770e-12       7.999324831666e-16       3.817137102540e-12       1.849824287361e-12      -4.421188130604e-15 
  142       5.501178343927e-10       1.506784570533e-13      -5.864541736821e-12       8.121562269586e-16       3.740814586749e-12       1.775364958470e-12      -4.350646224711e-15 
